Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Marvell Technology, Inc.",MRVL,"$79,451,846,000",$0.42,time-after-hours,Jan/2025,13,$0.28,2025-03-05 05:18:54
Veeva Systems Inc.,VEEV,"$36,389,208,121",$1.02,time-after-hours,Jan/2025,10,$0.92,2025-03-05 05:18:54
"Zscaler, Inc.",ZS,"$30,109,260,991",($0.06),time-after-hours,Jan/2025,13,($0.16),2025-03-05 05:18:54
"MongoDB, Inc.",MDB,"$19,915,671,488",($0.54),time-after-hours,Jan/2025,10,($1.03),2025-03-05 05:18:54
Brown Forman Corporation,BF.B,"$15,649,815,775",$0.47,time-pre-market,Jan/2025,7,$0.60,2025-03-05 05:18:54
Brown Forman Corporation,BF.A,"$15,612,002,871",,time-pre-market,Jan/2025,2,$0.60,2025-03-05 05:18:54
YPF Sociedad Anonima,YPF,"$13,785,613,395",$0.51,time-not-supplied,Dec/2024,1,$2,2025-03-05 05:18:54
Full Truck Alliance Co. Ltd.,YMM,"$12,370,068,707",$0.13,time-pre-market,Dec/2024,1,$0.08,2025-03-05 05:18:54
The Campbell's Company,CPB,"$11,942,256,315",$0.73,time-pre-market,Jan/2025,9,$0.80,2025-03-05 05:18:54
The Descartes Systems Group Inc.,DSGX,"$9,536,791,831",$0.43,time-after-hours,Jan/2025,2,$0.37,2025-03-05 05:18:54
South Bow Corporation,SOBO,"$5,527,599,992",$0.41,time-after-hours,Dec/2024,2,N/A,2025-03-05 05:18:54
Macro Bank Inc.,BMA,"$5,357,644,962",$2.41,time-not-supplied,Dec/2024,2,$8.89,2025-03-05 05:18:54
"Thor Industries, Inc.",THO,"$5,289,512,742",$0.07,time-pre-market,Jan/2025,8,$0.40,2025-03-05 05:18:54
Abercrombie & Fitch Company,ANF,"$5,187,883,240",$3.48,time-pre-market,Jan/2025,7,$2.97,2025-03-05 05:18:54
LandBridge Company LLC,LB,"$5,060,627,896",$0.38,time-after-hours,Dec/2024,2,N/A,2025-03-05 05:18:54
Pampa Energia S.A.,PAM,"$4,177,362,391",$0.36,time-after-hours,Dec/2024,3,($2.90),2025-03-05 05:18:54
Banco BBVA Argentina S.A.,BBAR,"$3,831,480,361",$0.37,time-after-hours,Dec/2024,1,$0.59,2025-03-05 05:18:54
"Kodiak Gas Services, Inc.",KGS,"$3,765,496,197",$0.26,time-after-hours,Dec/2024,2,$0.19,2025-03-05 05:18:54
Grindr Inc.,GRND,"$3,240,837,375",$0.09,time-after-hours,Dec/2024,1,$0.04,2025-03-05 05:18:54
Victorias Secret & Co.,VSCO,"$2,101,555,101",$2.30,time-after-hours,Jan/2025,6,$2.58,2025-03-05 05:18:54
"Foot Locker, Inc.",FL,"$1,643,475,073",$0.73,time-pre-market,Jan/2025,8,$0.38,2025-03-05 05:18:54
"Rigetti Computing, Inc. ",RGTI,"$1,626,822,544",($0.08),time-after-hours,Dec/2024,2,($0.09),2025-03-05 05:18:54
"REV Group, Inc.",REVG,"$1,590,013,800",$0.22,time-pre-market,Jan/2025,2,$0.20,2025-03-05 05:18:54
"CompoSecure, Inc. ",CMPO,"$1,358,505,327",$0.21,time-after-hours,Dec/2024,3,$0.26,2025-03-05 05:18:54
Fortuna Mining Corp.,FSM,"$1,353,589,181",$0.16,time-after-hours,Dec/2024,1,$0.07,2025-03-05 05:18:54
Universal Corporation,UVV,"$1,323,778,167",,time-not-supplied,Dec/2024,2,$2.16,2025-03-05 05:18:54
Vermilion Energy Inc.,VET,"$1,320,458,000",$0.36,time-after-hours,Dec/2024,2,$0.95,2025-03-05 05:18:54
Grupo Supervielle S.A.,SUPV,"$1,213,967,927",$0.25,time-not-supplied,Dec/2024,2,$0.26,2025-03-05 05:18:54
Kronos Worldwide Inc,KRO,"$1,006,567,765",$0.11,time-not-supplied,Dec/2024,1,($0.05),2025-03-05 05:18:54
Zymeworks Inc.,ZYME,"$922,958,848",($0.32),time-after-hours,Dec/2024,4,($0.20),2025-03-05 05:18:54
Riskified Ltd.,RSKD,"$917,766,126",$0,time-pre-market,Dec/2024,4,($0.01),2025-03-05 05:18:54
"Yext, Inc.",YEXT,"$867,825,037",$0.05,time-after-hours,Jan/2025,2,$0.01,2025-03-05 05:18:54
OppFi Inc.,OPFI,"$850,072,259",$0.14,time-pre-market,Dec/2024,1,$0.10,2025-03-05 05:18:54
"Global Ship Lease, Inc.",GSL,"$768,161,091",$2.30,time-pre-market,Dec/2024,2,$2.49,2025-03-05 05:18:54
"Stratasys, Ltd.",SSYS,"$736,264,702",($0.02),time-pre-market,Dec/2024,2,($0.07),2025-03-05 05:18:54
"Daktronics, Inc.",DAKT,"$717,010,663",$0.09,time-pre-market,Jan/2025,1,($0.03),2025-03-05 05:18:54
"Riley Exploration Permian, Inc.",REPX,"$677,999,251",$1.61,time-after-hours,Dec/2024,2,$0.70,2025-03-05 05:18:54
"Miller Industries, Inc.",MLR,"$662,563,793",$1.09,time-after-hours,Dec/2024,1,$1.45,2025-03-05 05:18:54
"LENZ Therapeutics, Inc.",LENZ,"$600,344,472",($0.41),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"FRP Holdings, Inc.",FRPH,"$597,176,274",,time-after-hours,Dec/2024,2,$0.15,2025-03-05 05:18:54
"Cross Country Healthcare, Inc.",CCRN,"$564,849,663",$0.11,time-not-supplied,Dec/2024,5,$0.29,2025-03-05 05:18:54
"Climb Global Solutions, Inc.",CLMB,"$564,746,386",$1.12,time-after-hours,Dec/2024,1,$1.15,2025-03-05 05:18:54
"LendingTree, Inc.",TREE,"$539,692,553",($0.18),time-after-hours,Dec/2024,1,($0.35),2025-03-05 05:18:54
Nexxen International Ltd.,NEXN,"$520,131,492",$0.28,time-pre-market,Dec/2024,1,$0.09,2025-03-05 05:18:54
Rayonier Advanced Materials Inc.,RYAM,"$507,551,953",($0.12),time-after-hours,Dec/2024,1,($0.22),2025-03-05 05:18:54
SBC Medical Group Holdings Incorporated,SBC,"$504,801,998",$0.15,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Geopark Ltd,GPRK,"$448,152,912",$0.34,time-not-supplied,Dec/2024,1,$0.47,2025-03-05 05:18:54
AirJoule Technologies Corporation,AIRJ,"$447,303,752",($0.07),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"SandRidge Energy, Inc.",SD,"$435,401,437",,time-not-supplied,Dec/2024,2,$0.35,2025-03-05 05:18:54
"EyePoint Pharmaceuticals, Inc.",EYPT,"$427,933,964",($0.41),time-pre-market,Dec/2024,3,($0.33),2025-03-05 05:18:54
"Enhabit, Inc.",EHAB,"$420,878,084",$0.05,time-after-hours,Dec/2024,3,$0.06,2025-03-05 05:18:54
Allient Inc.,ALNT,"$419,113,005",$0.25,time-after-hours,Dec/2024,2,$0.55,2025-03-05 05:18:54
Tejon Ranch Co,TRC,"$411,997,716",$0.03,time-not-supplied,Dec/2024,1,$0.06,2025-03-05 05:18:54
"Methode Electronics, Inc.",MEI,"$388,657,180",($0.13),time-after-hours,Jan/2025,1,($0.33),2025-03-05 05:18:54
"Dine Brands Global, Inc.",DIN,"$382,381,543",$1.35,time-pre-market,Dec/2024,5,$1.40,2025-03-05 05:18:54
"Omega Flex, Inc.",OFLX,"$359,458,806",,time-not-supplied,Dec/2024,2,$0.48,2025-03-05 05:18:54
Ur Energy Inc,URG,"$348,808,794",($0.05),time-not-supplied,Dec/2024,2,($0.02),2025-03-05 05:18:54
Park-Ohio Holdings Corp.,PKOH,"$339,813,762",,time-after-hours,Dec/2024,2,$0.54,2025-03-05 05:18:54
"NL Industries, Inc.",NL,"$335,583,933",,time-not-supplied,Dec/2024,2,$0.16,2025-03-05 05:18:54
VersaBank,VBNK,"$324,772,187",$0.29,time-pre-market,Jan/2025,2,$0.36,2025-03-05 05:18:54
TriplePoint Venture Growth BDC Corp.,TPVG,"$323,996,426",$0.33,time-after-hours,Dec/2024,2,$0.47,2025-03-05 05:18:54
"Microvision, Inc.",MVIS,"$317,576,361",,time-not-supplied,Dec/2024,N/A,($0.10),2025-03-05 05:18:54
Sleep Number Corporation,SNBR,"$314,759,970",($0.22),time-after-hours,Dec/2024,3,($0.58),2025-03-05 05:18:54
Kamada Ltd.,KMDA,"$308,947,600",$0.05,time-pre-market,Dec/2024,3,$0.09,2025-03-05 05:18:54
Logistic Properties of the Americas,LPA,"$307,584,546",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Mistras Group Inc,MG,"$305,142,090",$0.24,time-after-hours,Dec/2024,1,$0.10,2025-03-05 05:18:54
"Spire Global, Inc.",SPIR,"$294,661,938",($0.12),time-not-supplied,Dec/2024,1,($0.52),2025-03-05 05:18:54
CompX International Inc.,CIX,"$292,688,914",,time-not-supplied,Dec/2024,2,$0.54,2025-03-05 05:18:54
"Septerna, Inc.",SEPN,"$287,285,741",($0.56),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
TAT Technologies Ltd.,TATT,"$265,294,591",,time-not-supplied,Dec/2024,2,$0.04,2025-03-05 05:18:54
"iTeos Therapeutics, Inc.",ITOS,"$265,236,245",($1.14),time-not-supplied,Dec/2024,4,($0.85),2025-03-05 05:18:54
"Aquestive Therapeutics, Inc.",AQST,"$255,298,940",($0.14),time-after-hours,Dec/2024,5,($0.12),2025-03-05 05:18:54
"Ring Energy, Inc.",REI,"$253,690,924",$0.07,time-after-hours,Dec/2024,1,$0.10,2025-03-05 05:18:54
Alumis Inc.,ALMS,"$252,994,071",($1.39),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"SmartRent, Inc.",SMRT,"$238,785,918",($0.04),time-pre-market,Dec/2024,1,($0.02),2025-03-05 05:18:54
"NACCO Industries, Inc.",NC,"$235,546,062",,time-after-hours,Dec/2024,2,$1.08,2025-03-05 05:18:54
Orion Office REIT Inc.,ONL,"$230,504,944",,time-after-hours,Dec/2024,2,$0.33,2025-03-05 05:18:54
"Voyager Therapeutics, Inc.",VYGR,"$222,872,391",($0.34),time-not-supplied,Dec/2024,6,$1.25,2025-03-05 05:18:54
"Arq, Inc.",ARQ,"$219,407,489",($0.03),time-after-hours,Dec/2024,1,$0.10,2025-03-05 05:18:54
Nevro Corp.,NVRO,"$214,337,678",($0.79),time-not-supplied,Dec/2024,7,($0.15),2025-03-05 05:18:54
"Lyell Immunopharma, Inc.",LYEL,"$198,470,012",($0.18),time-not-supplied,Dec/2024,3,($0.20),2025-03-05 05:18:54
"MIDSTATES PETROLEUM COMPANY, INC.",AMPY,"$192,885,693",$0.25,time-after-hours,Dec/2024,1,$1.07,2025-03-05 05:18:54
"Ocugen, Inc.",OCGN,"$189,853,426",($0.05),time-pre-market,Dec/2024,2,($0.04),2025-03-05 05:18:54
Ellington Credit Company,EARN,"$186,338,232",$0.26,time-not-supplied,Dec/2024,1,$0.27,2025-03-05 05:18:54
"Forge Global Holdings, Inc.",FRGE,"$185,013,425",($0.09),time-after-hours,Dec/2024,4,($0.13),2025-03-05 05:18:54
Alta Equipment Group Inc.,ALTG,"$182,244,639",($0.31),time-after-hours,Dec/2024,2,($0.08),2025-03-05 05:18:54
"Contineum Therapeutics, Inc.",CTNM,"$181,475,663",($0.44),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"Silvaco Group, Inc.",SVCO,"$176,186,434",$0.06,time-after-hours,Dec/2024,2,N/A,2025-03-05 05:18:54
BankFinancial Corporation,BFIN,"$164,979,377",$0.20,time-not-supplied,Dec/2024,2,$0.17,2025-03-05 05:18:54
ACRES Commercial Realty Corp.,ACR,"$162,242,940",$0.15,time-after-hours,Dec/2024,1,$0.49,2025-03-05 05:18:54
"Editas Medicine, Inc.",EDIT,"$158,492,350",($0.39),time-pre-market,Dec/2024,6,($0.23),2025-03-05 05:18:54
"NN, Inc.",NNBR,"$152,336,328",($0.05),time-after-hours,Dec/2024,2,($0.10),2025-03-05 05:18:54
Neonode Inc.,NEON,"$145,340,105",,time-not-supplied,Dec/2024,N/A,($0.39),2025-03-05 05:18:54
Arbe Robotics Ltd.,ARBE,"$144,709,880",($0.10),time-pre-market,Dec/2024,1,($0.10),2025-03-05 05:18:54
Adaptimmune Therapeutics plc,ADAP,"$138,176,932",($0.14),time-not-supplied,Dec/2024,4,($0.24),2025-03-05 05:18:54
"Sight Sciences, Inc.",SGHT,"$134,499,732",($0.20),time-after-hours,Dec/2024,4,($0.22),2025-03-05 05:18:54
Caesarstone Ltd.,CSTE,"$130,877,993",,time-pre-market,Dec/2024,2,($0.29),2025-03-05 05:18:54
"Alto Ingredients, Inc.",ALTO,"$123,400,261",($0.12),time-after-hours,Dec/2024,1,($0.18),2025-03-05 05:18:54
"Vacasa, Inc.",VCSA,"$116,590,607",($3.07),time-not-supplied,Dec/2024,2,($3.48),2025-03-05 05:18:54
"TScan Therapeutics, Inc.",TCRX,"$112,078,247",($0.27),time-not-supplied,Dec/2024,4,($0.21),2025-03-05 05:18:54
"TuHURA Biosciences, Inc.",HURA,"$101,905,703",($0.09),time-not-supplied,Dec/2024,1,($8.39),2025-03-05 05:18:54
"LivePerson, Inc.",LPSN,"$98,117,184",($0.09),time-after-hours,Dec/2024,2,($0.26),2025-03-05 05:18:54
"Identiv, Inc.",INVE,"$87,658,614",($0.25),time-after-hours,Dec/2024,1,($0.08),2025-03-05 05:18:54
Oramed Pharmaceuticals Inc.,ORMP,"$84,252,224",($0.03),time-not-supplied,Dec/2024,2,($0.08),2025-03-05 05:18:54
"KLX Energy Services Holdings, Inc. ",KLXE,"$78,737,769",($0.72),time-not-supplied,Dec/2024,2,($0.54),2025-03-05 05:18:54
"Culp, Inc.",CULP,"$66,563,384",,time-after-hours,Jan/2025,2,($0.26),2025-03-05 05:18:54
"Aimei Health Technology Co., Ltd",AFJK,"$65,700,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"Applied Therapeutics, Inc.",APLT,"$59,155,631",($0.18),time-not-supplied,Dec/2024,2,($0.33),2025-03-05 05:18:54
"Inovio Pharmaceuticals, Inc.",INO,"$51,677,982",($0.92),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"Stronghold Digital Mining, Inc.",SDIG,"$49,659,808",($0.88),time-not-supplied,Dec/2024,1,($1.12),2025-03-05 05:18:54
"Nine Energy Service, Inc.",NINE,"$46,176,547",($0.24),time-after-hours,Dec/2024,1,($0.30),2025-03-05 05:18:54
MIND C.T.I. Ltd.,MNDO,"$41,155,269",,time-not-supplied,Dec/2024,2,$0.06,2025-03-05 05:18:54
Generation Bio Co.,GBIO,"$38,739,837",($0.31),time-not-supplied,Dec/2024,4,($0.53),2025-03-05 05:18:54
Stardust Power Inc.,SDST,"$35,698,043",($0.07),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
DallasNews Corporation,DALN,"$35,487,009",,time-not-supplied,Dec/2024,2,($0.41),2025-03-05 05:18:54
"Broadwind, Inc.",BWEN,"$34,719,054",($0.08),time-pre-market,Dec/2024,2,$0.05,2025-03-05 05:18:54
"Aware, Inc.",AWRE,"$33,926,270",,time-after-hours,Dec/2024,2,($0.07),2025-03-05 05:18:54
CLPS Incorporation,CLPS,"$32,295,176",,time-pre-market,Dec/2024,2,N/A,2025-03-05 05:18:54
"Elevation Oncology, Inc.",ELEV,"$30,972,473",($0.22),time-not-supplied,Dec/2024,5,($0.19),2025-03-05 05:18:54
"High Roller Technologies, Inc.",ROLR,"$30,918,954",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"Lulu's Fashion Lounge Holdings, Inc.",LVLU,"$28,623,069",($0.18),time-not-supplied,Dec/2024,2,($0.18),2025-03-05 05:18:54
CPS Technologies Corp.,CPSH,"$23,096,276",,time-not-supplied,Dec/2024,2,$0.01,2025-03-05 05:18:54
"Hydrofarm Holdings Group, Inc.",HYFM,"$22,841,488",($2.80),time-pre-market,Dec/2024,1,($2.90),2025-03-05 05:18:54
Cohen & Company Inc.,COHN,"$18,487,246",,time-not-supplied,Dec/2024,2,$2.28,2025-03-05 05:18:54
"Medalist Diversified REIT, Inc.",MDRR,"$17,817,172",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Yunhong Green CTI Ltd.,YHGJ,"$15,793,242",,time-not-supplied,Dec/2024,2,$0.02,2025-03-05 05:18:54
Wag! Group Co.,PET,"$12,796,318",,time-not-supplied,Dec/2024,2,($0.09),2025-03-05 05:18:54
Cyngn Inc.,CYN,"$11,964,951",,time-after-hours,Dec/2024,N/A,($99.99),2025-03-05 05:18:54
"Sensei Biotherapeutics, Inc.",SNSE,"$11,720,543",($0.27),time-not-supplied,Dec/2024,2,($0.30),2025-03-05 05:18:54
"Talphera, Inc.",TLPH,"$9,527,847",($0.21),time-not-supplied,Dec/2024,1,($0.25),2025-03-05 05:18:54
"Odyssey Marine Exploration, Inc.",OMEX,"$9,083,295",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Healthy Choice Wellness Corp.,HCWC,"$5,888,468",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Portage Biotech Inc.,PRTG,"$4,729,249",,time-not-supplied,Dec/2024,N/A,($3.60),2025-03-05 05:18:54
"SenesTech, Inc.",SNES,"$2,997,568",($1.50),time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
"Ascent Solar Technologies, Inc",ASTI,"$2,596,616",,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Churchill Capital Corp IX,CCIX,,,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
Perceptive Capital Solutions Corp,PCSC,,,time-not-supplied,Dec/2024,2,N/A,2025-03-05 05:18:54
